"File_221110_221826 - RawData"
"Wavelength nm.","Abs."
854.00,-0.01247
854.50,-0.01250
855.00,-0.01248
855.50,-0.01260
856.00,-0.01265
856.50,-0.01268
857.00,-0.01253
857.50,-0.01250
858.00,-0.01242
858.50,-0.01239
859.00,-0.01236
859.50,-0.01228
860.00,-0.01222
860.50,-0.01231
861.00,-0.01239
861.50,-0.01241
862.00,-0.01241
862.50,-0.01247
863.00,-0.01251
863.50,-0.01245
864.00,-0.01244
864.50,-0.01247
865.00,-0.01250
865.50,-0.01257
866.00,-0.01262
866.50,-0.01262
867.00,-0.01263
867.50,-0.01256
868.00,-0.01251
868.50,-0.01247
869.00,-0.01244
869.50,-0.01242
870.00,-0.01239
870.50,-0.01233
871.00,-0.01222
871.50,-0.01221
872.00,-0.01216
872.50,-0.01218
873.00,-0.01219
873.50,-0.01219
874.00,-0.01215
874.50,-0.01219
875.00,-0.01221
875.50,-0.01221
876.00,-0.01224
876.50,-0.01219
877.00,-0.01224
877.50,-0.01233
878.00,-0.01234
878.50,-0.01234
879.00,-0.01239
879.50,-0.01242
880.00,-0.01239
880.50,-0.01234
881.00,-0.01231
881.50,-0.01230
882.00,-0.01230
882.50,-0.01234
883.00,-0.01244
883.50,-0.01237
884.00,-0.01230
884.50,-0.01227
885.00,-0.01225
885.50,-0.01213
886.00,-0.01205
886.50,-0.01199
887.00,-0.01199
887.50,-0.01198
888.00,-0.01201
888.50,-0.01207
889.00,-0.01207
889.50,-0.01213
890.00,-0.01216
890.50,-0.01216
891.00,-0.01204
891.50,-0.01196
892.00,-0.01201
892.50,-0.01198
893.00,-0.01204
893.50,-0.01210
894.00,-0.01213
894.50,-0.01225
895.00,-0.01234
895.50,-0.01234
896.00,-0.01227
896.50,-0.01218
897.00,-0.01204
897.50,-0.01201
898.00,-0.01201
898.50,-0.01212
899.00,-0.01215
899.50,-0.01218
900.00,-0.01213
900.50,-0.01201
901.00,-0.01183
901.50,-0.01189
902.00,-0.01198
902.50,-0.01202
903.00,-0.01196
903.50,-0.01183
904.00,-0.01169
904.50,-0.01170
905.00,-0.01166
905.50,-0.01169
906.00,-0.01176
906.50,-0.01180
907.00,-0.01173
907.50,-0.01172
908.00,-0.01180
908.50,-0.01172
909.00,-0.01170
909.50,-0.01190
910.00,-0.01204
910.50,-0.01198
911.00,-0.01192
911.50,-0.01210
912.00,-0.01227
912.50,-0.01221
913.00,-0.01212
913.50,-0.01201
914.00,-0.01202
914.50,-0.01215
915.00,-0.01225
915.50,-0.01207
916.00,-0.01183
916.50,-0.01184
917.00,-0.01187
917.50,-0.01184
918.00,-0.01183
918.50,-0.01164
919.00,-0.01144
919.50,-0.01161
920.00,-0.01167
920.50,-0.01164
921.00,-0.01161
921.50,-0.01164
922.00,-0.01176
922.50,-0.01173
923.00,-0.01164
923.50,-0.01166
924.00,-0.01172
924.50,-0.01170
925.00,-0.01170
925.50,-0.01184
926.00,-0.01196
926.50,-0.01176
927.00,-0.01175
927.50,-0.01195
928.00,-0.01212
928.50,-0.01208
929.00,-0.01195
929.50,-0.01208
930.00,-0.01218
930.50,-0.01199
931.00,-0.01180
931.50,-0.01201
932.00,-0.01205
932.50,-0.01178
933.00,-0.01164
933.50,-0.01154
934.00,-0.01151
934.50,-0.01163
935.00,-0.01170
935.50,-0.01149
936.00,-0.01137
936.50,-0.01149
937.00,-0.01155
937.50,-0.01144
938.00,-0.01138
938.50,-0.01143
939.00,-0.01151
939.50,-0.01141
940.00,-0.01138
940.50,-0.01152
941.00,-0.01176
941.50,-0.01176
942.00,-0.01170
942.50,-0.01169
943.00,-0.01164
943.50,-0.01178
944.00,-0.01192
944.50,-0.01193
945.00,-0.01190
945.50,-0.01186
946.00,-0.01181
946.50,-0.01187
947.00,-0.01190
947.50,-0.01186
948.00,-0.01172
948.50,-0.01170
949.00,-0.01173
949.50,-0.01178
950.00,-0.01169
950.50,-0.01166
951.00,-0.01164
951.50,-0.01155
952.00,-0.01146
952.50,-0.01141
953.00,-0.01134
953.50,-0.01140
954.00,-0.01141
954.50,-0.01143
955.00,-0.01149
955.50,-0.01149
956.00,-0.01143
956.50,-0.01143
957.00,-0.01141
957.50,-0.01146
958.00,-0.01147
958.50,-0.01155
959.00,-0.01158
959.50,-0.01161
960.00,-0.01155
960.50,-0.01163
961.00,-0.01166
961.50,-0.01166
962.00,-0.01164
962.50,-0.01167
963.00,-0.01172
963.50,-0.01175
964.00,-0.01172
964.50,-0.01166
965.00,-0.01164
965.50,-0.01161
966.00,-0.01164
966.50,-0.01155
967.00,-0.01143
967.50,-0.01140
